english,transliteration,arabic,audioUrl,source
zero,ʂífir,صِفِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-6.mp3,numbers_2
cardinal number,3ádad áʂli,عدد أصْلي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-7.mp3,numbers_2
one,"__ wāɧad [m.], __ wáɧdi [f.]",__ واحد، __ واحْدِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-8.mp3,numbers_2
two,tnēn,تْنيْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-9.mp3,numbers_2
two tables and two chairs,ʈāwiltēn u kirsitēn,طاوِلْتيْن وكِرْسيتيْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-10.mp3,numbers_2
three,tlēti (tlēt __ / tlat __),تلْأتِة (تْلات__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-11.mp3,numbers_2
four,árb3a (árba3 __),أرْبْعة (أرْبع__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-12.mp3,numbers_2
five,xámsi (xámis __),خمْسِة (خمِس__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-13.mp3,numbers_2
six,sítti (sitt __),سِتِّة (سِتّ__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-14.mp3,numbers_2
seven,sáb3a (sábi3 __),سبْعة (سبِع__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-15.mp3,numbers_2
eight,tmēni (tmin __),تْمانِة (تْمِن__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-16.mp3,numbers_2
nine,tís3a (tísi3 __),تِسْعة (تِسِع__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-17.mp3,numbers_2
ten,3ášra (3ášir __),عشْرة (عشِر__),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-18.mp3,numbers_2
eleven,ɧdā3iš,حْداعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-19.mp3,numbers_2
twelve,tnā3iš,تْناعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-20.mp3,numbers_2
thirteen,tlatā3iš,تْلتاعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-21.mp3,numbers_2
fourteen,arbatā3iš,أرْبتاعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-22.mp3,numbers_2
fifteen,xamstā3iš,خمْسْتاعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-23.mp3,numbers_2
sixteen,sittā3iš,سِتّاعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-24.mp3,numbers_2
seventeen,sabatā3iš,سبتاعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-25.mp3,numbers_2
eighteen,tmantā3iš,تْمانْتاعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-26.mp3,numbers_2
nineteen,tisatā3iš,تِستاعِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-27.mp3,numbers_2
twenty,3išrīn,عِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-28.mp3,numbers_2
twenty-one,wāɧad u 3išrīn,واحد وعِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-29.mp3,numbers_2
twenty-two,tnēn u 3išrīn,تْنيْن وعِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-30.mp3,numbers_2
twenty-three,tlēti u 3išrīn,تْلاتِة وعِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-31.mp3,numbers_2
thirty,tlētīn,تْلاتين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-32.mp3,numbers_2
forty,arb3īn,أرْبْعين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-33.mp3,numbers_2
fifty,xamsīn,خمْسين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-34.mp3,numbers_2
sixty,sittīn,سِتّين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-35.mp3,numbers_2
seventy,sab3īn,سبْعين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-36.mp3,numbers_2
eighty,tmēnīn,تْمانين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-37.mp3,numbers_2
ninety,tis3īn,تِسْعين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-38.mp3,numbers_2
one hundred,míyyi,مية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-39.mp3,numbers_2
two hundred,mītēn,ميتيْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-40.mp3,numbers_2
three hundred,tlitmíyyi,تْلِتْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-41.mp3,numbers_2
four hundred,arba3míyyi,أرْبعمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-42.mp3,numbers_2
five hundred,xamsmíyyi,خمْسْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-43.mp3,numbers_2
six hundred,sittmíyyi,سِتّْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-44.mp3,numbers_2
seven hundred,sabi3míyyi,سبِعْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-45.mp3,numbers_2
eight hundred,tmanmíyyi,تْمنْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-46.mp3,numbers_2
nine hundred,tis3míyyi,تِسْعْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-47.mp3,numbers_2
one thousand,álif,ألِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-48.mp3,numbers_2
two thousand,alfēn,ألْفين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-49.mp3,numbers_2
three thousand,tlattalēf,تْلاتّلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-50.mp3,numbers_2
four thousand,arba3talēf,أرْبعْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-51.mp3,numbers_2
five thousand,xamstalēf,خمْسْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-52.mp3,numbers_2
six thousand,sittalēf,سِتّلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-53.mp3,numbers_2
seven thousand,sab3talēf,سبْعْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-54.mp3,numbers_2
eight thousand,tmintalēf,تْمِنْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-55.mp3,numbers_2
nine thousand,tis3talēf,تِسْعْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-56.mp3,numbers_2
ten thousand,3aširtalēf,عشِرْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-57.mp3,numbers_2
eleven thousand,ɧdā3šir alf,حْداعْشِر ألْف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-58.mp3,numbers_2
twenty thousand,3išrīn alf,عِشْرين ألْف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-59.mp3,numbers_2
one hundred thousand,mīt alf,مية ألْف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-60.mp3,numbers_2
million,mīlyōn,ميلْيون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-61.mp3,numbers_2
billion,bīlyōn,بيلْيون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-62.mp3,numbers_2
billion,mīlyār,ميلْيار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-63.mp3,numbers_2
"arithmetic, calculation",ɧsēb,حْساب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-64.mp3,numbers_2
"to calculate, to work out","ɧásab, yíɧsub",حسب، يِحْسُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-65.mp3,numbers_2
calculator,ēli ɧēsbi,آلِة حاسْبِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-67.mp3,numbers_2
calculator,kalkūlētir,كلْكوليْتِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-68.mp3,numbers_2
How did you work that out in your head? I need a calculator!,kīf ɧasábit háyda b-3áʔlak? ána báddi ēli ɧēsbi.,كيف حسبِت هَيْدا بْعقْلك؟ أنا بدّي آلِة حاسْبِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-69.mp3,numbers_2
"to add, add up","jámi3, yíjma3",جمع، يِجْمع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-70.mp3,numbers_2
Add up the price of all the items to get the total.,jmā3 ɧaʔʔ kill liɣrāɖ la-tá3rif ilmajmū3.,جْماع حقّ كِلّ الِغْراض لتعْرِف المجْموع.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-71.mp3,numbers_2
to subtract,"ʈáraɧ, yíʈraɧ",طرح، يِطْرح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-72.mp3,numbers_2
Subtract the smaller amount from the larger to find the difference.,ʈrāɧ rráʔam liʂɣīr min likbīr minšēn tá3rif ilfáriʔ.,طْراح الرّقِم الِصْغير مِن الِكْبير مِنْشان تعْرِف الفرِق.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-73.mp3,numbers_2
to multiply by,"ɖárab, yíɖrub",ضرب، يِضْرُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-74.mp3,numbers_2
Multiply the length and width to find the area of the rectangle.,ɖrūb iʈʈūl b-il3áriɖ minšēn tíɧsub masēɧit ilmustaʈīl.,ضْروب الطّول بِالعرِض مِنْشان تِحْسُب مساحِة المُسْتطيل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-75.mp3,numbers_2
to divide by,"ʔásam 3ála, yíʔsum 3ála",قسم على، يِقْسُم على,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-76.mp3,numbers_2
Divide the total by the number of people to find the average.,ʔsum irráʔam 3ála 3adad innēs minšēn tá3rif lim3áddal.,قْسوم الرقم على عدْد النّاس مِنْشان تعْرِف المْعدّل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-77.mp3,numbers_2
"to equal, be equal to","sēwa, ysēwi",ساوى، يْساوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-78.mp3,numbers_2
"equals, is",bisāwi,بيساوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-79.mp3,numbers_2
"equals, is",byá3ʈi,بْيَعْطي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-80.mp3,numbers_2
"plus, and",zēʔid,زائِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-81.mp3,numbers_2
Three plus two equals five.,tlēti zēʔid tnīn byá3ʈi xámsi.,تْلاتِة زائِد اتْنين بْيَعْطي خمْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-82.mp3,numbers_2
minus,nāʔiʂ,ناقِص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-83.mp3,numbers_2
Ten minus nine equals one.,3ášra nāʔiʂ tís3a bisēwi wāɧad.,عشْرة ناقِص تِسْعة بِيْساوي واحد.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-84.mp3,numbers_2
times,ɖárib,ضرِب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-85.mp3,numbers_2
Three times four equals twelve.,talēti ɖárib árb3a byá3ʈi tnā3iš.,تلاتِة ضرِب أرْبْعة بْيَعْطي تْناعِش.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-86.mp3,numbers_2
divided by,ʔísmi,قِسْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-87.mp3,numbers_2
Twenty divided by four equals five.,3išrīn ʔísmi árb3a bisēwi xámsi.,عِشْرين قِسْمِة أرْبْعة بيساوي خمْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-88.mp3,numbers_2
ordinal number,3ádad tartībi,عدد ترْتيبي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-89.mp3,numbers_2
first,"áwwal [m.], ūla [f.]",أوّل، أُولى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-90.mp3,numbers_2
second,"tēni [m.], tēnyi [f.]",تاني، تانْيِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-91.mp3,numbers_2
third,"tēlit [m.], tēlti [f.]",تالِت، تالْتِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-92.mp3,numbers_2
fifth,"xāmis [m.], xāmsi [f.]",خامِس، خامْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-93.mp3,numbers_2
fourth,"rābi3 [m.], rāb3a [f.]",رابِع، رابْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-94.mp3,numbers_2
sixth,"sēdis [m.], sēdsi [f.]",سادِس، سادْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-95.mp3,numbers_2
seventh,"sēbi3 [m.], sēb3a [f.]",سابِع، سابْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-96.mp3,numbers_2
eighth,"tēmin [m.], tēmni [f.]",تامِن، تامْنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-97.mp3,numbers_2
ninth,"tēsi3 [m.], tēs3a [f.]",تاسِع، تاسْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-98.mp3,numbers_2
tenth,"3āšir [m.], 3āšra [f.]",عاشِر، عاشْرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-99.mp3,numbers_2
"There are twenty books, and the twentieth book is mine.",fī 3išrīn ktēb u liktēb il3išrīn la-ili.,في عِشْرين كْتاب والِكْتاب العِشْرين لإلي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-100.mp3,numbers_2
the last __,ēxir __,آخِر__,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-101.mp3,numbers_2
fraction,jíziʔ (ajzēʔ),جِزِء (أجْزاء),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-102.mp3,numbers_2
whole,kill,كِلّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-103.mp3,numbers_2
half,nuʂʂ (nʂāʂ),نُصّ (أنْصاص),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-104.mp3,numbers_2
Two halves make a whole.,nnuʂʂēn byá3mlu jíziʔ kēmil.,النُّصيْن بْيَعْمْلوا جِزِء كامِل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-105.mp3,numbers_2
"a fourth, a quarter",ríbi3,رِبِع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-107.mp3,numbers_2
a third,tílit,تِلِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-106.mp3,numbers_2
a fifth,xímis,خِمِس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-108.mp3,numbers_2
three fifths,tlat axmēs,تْلات أخْماس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-109.mp3,numbers_2
one twelfth (1/12),wāɧad 3ála tnā3iš.,واحد على تْناعِش.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-110.mp3,numbers_2
three twentieths (3/20),talēti 3ála 3išrīn,تلاتِة على عِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-111.mp3,numbers_2
"percentage, portion",nísbi (nísab),نِسْبِة (نِسب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-112.mp3,numbers_2
percent,bi-lmíyyi,بِالمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-113.mp3,numbers_2
what percent(age) of,ʔaddē b-ilmíyyi,قدّيْ بِالمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-114.mp3,numbers_2
fifty percent of people,xamsīn b-ilmíyyi min iššá3ib,خمْسين بِالمية مِن الشّعِب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-115.mp3,numbers_2
"to relax, rest","rtēɧ, yirtēɧ",رْتاح ، يِرْتاح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-1.mp3,recreation_and_relaxation_2
relaxation,istirxāʔ,اِسْتِرْخاء,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-2.mp3,recreation_and_relaxation_2
to go for a walk,"tmášša, yitmášša",تْمشّى، يِتْمشّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-3.mp3,recreation_and_relaxation_2
Let’s go for a walk in the park.,yálla nrūɧ nímši b-ilɧadīʔa.,يَلّا نْروح نِمْشي بِالحديقة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-4.mp3,recreation_and_relaxation_2
to fly a kite,"ʈáyyar ʈayyārat wáraʔ, yʈáyyir ʈayyārat wáraʔ",طيّر طيّارة وَرق، يْطيِّر طيّارة وَرق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-5.mp3,recreation_and_relaxation_2
day off,yōm 3úʈli,يوْم عُطْلِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-6.mp3,recreation_and_relaxation_2
Today’s my day off.,lyōm 3úʈulti.,اليوْم عُطُلْتي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-7.mp3,recreation_and_relaxation_2
"fun, enjoyable",bisálli,بِسلّي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-8.mp3,recreation_and_relaxation_2
friend,"rfīʔ (rfāʔ, rifʔāt)",رْفيق (رْفاق، رِفْقاة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-9.mp3,recreation_and_relaxation_2
friend,ʂāɧib (aʂɧāb),صاحِب (أصْحاب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-10.mp3,recreation_and_relaxation_2
friend,ʂadīʔ (aʂdiqāʔ),صديق (أصْدقاء),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-11.mp3,recreation_and_relaxation_2
to meet up with friends,"ltáʔa b-rifʔātu, yiltíʔi b-irifʔātu",لْتقى بْرِفْقاتو، يِلْتِقي بِرِفْقاتو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-12.mp3,recreation_and_relaxation_2
to hang out (with friends),ʈúli3 [55] ma3 rifʔātu,طُلِع مع رِفْقاتو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-13.mp3,recreation_and_relaxation_2
to hang out (with friends),"kázdar, ykázdir",كزْدر، يْكزْدِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-14.mp3,recreation_and_relaxation_2
We hung out at the shopping mall yesterday evening.,kazdárna b-ilmōl mbēriɧ.,كزْدرْنا بِالمول مْبارِح.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav21-15.mp3,recreation_and_relaxation_2
